hhid,zone,state,sector,oop_health_spending,total_income,oop_burden_pct,income_quintile,sector_label,oop_burden,state_name
1758,3,33.0,2,1800,120000,1.5,Q4,Rural,1.5,Sokoto
1759,3,33.0,2,3100,50000,6.2,Q3,Rural,6.2,Sokoto
1766,3,33.0,2,3900,120000,3.25,Q4,Rural,3.25,Sokoto
1767,3,33.0,2,3300,60000,5.5,Q4,Rural,5.5,Sokoto
1770,3,33.0,2,1500,20000,7.5,Q2,Rural,7.5,Sokoto
1773,3,33.0,2,3200,120000,2.666666666666667,Q4,Rural,2.666666666666667,Sokoto
1778,3,33.0,2,7300,120000,6.083333333333334,Q4,Rural,6.083333333333334,Sokoto
1779,3,33.0,2,5800,120000,4.833333333333333,Q4,Rural,4.833333333333333,Sokoto
1780,3,33.0,2,3200,120000,2.666666666666667,Q4,Rural,2.666666666666667,Sokoto
1784,3,33.0,2,0,20000,0.0,Q2,Rural,0.0,Sokoto
1787,3,33.0,2,300,5000,6.0,Q1 (Poorest),Rural,6.0,Sokoto
1792,3,33.0,2,4200,60000,7.000000000000001,Q4,Rural,7.000000000000001,Sokoto
1795,3,33.0,2,4500,50000,9.0,Q3,Rural,9.0,Sokoto
1796,3,33.0,2,5100,120000,4.25,Q4,Rural,4.25,Sokoto
1798,3,33.0,2,3100,70000,4.428571428571428,Q4,Rural,4.428571428571428,Sokoto
1799,3,33.0,2,5100,120000,4.25,Q4,Rural,4.25,Sokoto
1801,3,33.0,2,0,50000,0.0,Q3,Rural,0.0,Sokoto
1807,3,33.0,2,5600,120000,4.666666666666667,Q4,Rural,4.666666666666667,Sokoto
1808,3,33.0,2,0,120000,0.0,Q4,Rural,0.0,Sokoto
1809,3,33.0,2,3500,120000,2.9166666666666665,Q4,Rural,2.9166666666666665,Sokoto
1810,3,33.0,2,4000,120000,3.3333333333333335,Q4,Rural,3.3333333333333335,Sokoto
1811,3,33.0,2,2500,70000,3.571428571428571,Q4,Rural,3.571428571428571,Sokoto
1821,3,33.0,1,17800,25000,71.2,Q2,Urban,71.2,Sokoto
1823,3,33.0,1,6600,10000,66.0,Q1 (Poorest),Urban,66.0,Sokoto
1824,3,33.0,1,1200,50000,2.4,Q3,Urban,2.4,Sokoto
1825,3,33.0,1,2000,120000,1.6666666666666667,Q4,Urban,1.6666666666666667,Sokoto
1826,3,33.0,1,2400,30000,8.0,Q3,Urban,8.0,Sokoto
1828,3,33.0,1,7000,120000,5.833333333333333,Q4,Urban,5.833333333333333,Sokoto
1829,3,33.0,1,1600,120000,1.3333333333333335,Q4,Urban,1.3333333333333335,Sokoto
1838,3,33.0,2,0,15000,0.0,Q2,Rural,0.0,Sokoto
1840,3,33.0,2,7100,120000,5.916666666666667,Q4,Rural,5.916666666666667,Sokoto
1841,3,33.0,2,3000,120000,2.5,Q4,Rural,2.5,Sokoto
1843,3,33.0,2,4600,120000,3.833333333333333,Q4,Rural,3.833333333333333,Sokoto
1848,3,33.0,1,3600,120000,3.0,Q4,Urban,3.0,Sokoto
1853,3,33.0,1,5500,120000,4.583333333333333,Q4,Urban,4.583333333333333,Sokoto
1854,3,33.0,1,4500,120000,3.75,Q4,Urban,3.75,Sokoto
1856,3,33.0,1,8000,80000,10.0,Q4,Urban,10.0,Sokoto
1857,3,33.0,1,7000,50000,14.000000000000002,Q3,Urban,14.000000000000002,Sokoto
1862,3,33.0,2,2800,60000,4.666666666666667,Q4,Rural,4.666666666666667,Sokoto
1863,3,33.0,2,1500,50000,3.0,Q3,Rural,3.0,Sokoto
1866,3,33.0,2,3000,80000,3.75,Q4,Rural,3.75,Sokoto
1867,3,33.0,2,3300,30000,11.0,Q3,Rural,11.0,Sokoto
1870,3,33.0,2,5000,120000,4.166666666666666,Q4,Rural,4.166666666666666,Sokoto
1871,3,33.0,2,6100,60000,10.166666666666666,Q4,Rural,10.166666666666666,Sokoto
1876,3,33.0,1,0,10000,0.0,Q1 (Poorest),Urban,0.0,Sokoto
1877,3,33.0,1,0,20000,0.0,Q2,Urban,0.0,Sokoto
1878,3,33.0,1,5200,120000,4.333333333333334,Q4,Urban,4.333333333333334,Sokoto
1879,3,33.0,1,500,50000,1.0,Q3,Urban,1.0,Sokoto
1882,3,33.0,1,7400,120000,6.166666666666667,Q4,Urban,6.166666666666667,Sokoto
1883,3,33.0,1,2600,120000,2.166666666666667,Q4,Urban,2.166666666666667,Sokoto
1890,3,33.0,2,3500,120000,2.9166666666666665,Q4,Rural,2.9166666666666665,Sokoto
1891,3,33.0,2,3400,120000,2.833333333333333,Q4,Rural,2.833333333333333,Sokoto
1894,3,33.0,2,500,60000,0.8333333333333334,Q4,Rural,0.8333333333333334,Sokoto
1897,3,33.0,2,1000,50000,2.0,Q3,Rural,2.0,Sokoto
1899,3,33.0,2,5000,60000,8.333333333333332,Q4,Rural,8.333333333333332,Sokoto
1907,3,33.0,2,4100,120000,3.4166666666666665,Q4,Rural,3.4166666666666665,Sokoto
1908,3,33.0,2,3400,120000,2.833333333333333,Q4,Rural,2.833333333333333,Sokoto
1911,3,33.0,2,4000,120000,3.3333333333333335,Q4,Rural,3.3333333333333335,Sokoto
1912,3,33.0,2,2800,80000,3.5000000000000004,Q4,Rural,3.5000000000000004,Sokoto
1913,3,33.0,2,800,80000,1.0,Q4,Rural,1.0,Sokoto
1924,3,33.0,2,3600,120000,3.0,Q4,Rural,3.0,Sokoto
1925,3,33.0,2,3600,120000,3.0,Q4,Rural,3.0,Sokoto
1927,3,33.0,2,4000,60000,6.666666666666667,Q4,Rural,6.666666666666667,Sokoto
1934,3,33.0,2,2600,30000,8.666666666666668,Q3,Rural,8.666666666666668,Sokoto
1935,3,33.0,2,5600,120000,4.666666666666667,Q4,Rural,4.666666666666667,Sokoto
1936,3,33.0,2,7200,120000,6.0,Q4,Rural,6.0,Sokoto
1938,3,33.0,2,2000,120000,1.6666666666666667,Q4,Rural,1.6666666666666667,Sokoto
1939,3,33.0,2,7000,60000,11.666666666666666,Q4,Rural,11.666666666666666,Sokoto
1940,3,33.0,2,0,40000,0.0,Q3,Rural,0.0,Sokoto
1943,3,33.0,2,3000,120000,2.5,Q4,Rural,2.5,Sokoto
1945,3,33.0,2,3700,120000,3.0833333333333335,Q4,Rural,3.0833333333333335,Sokoto
1946,3,33.0,2,3400,120000,2.833333333333333,Q4,Rural,2.833333333333333,Sokoto
1947,3,33.0,2,3700,80000,4.625,Q4,Rural,4.625,Sokoto
1948,3,33.0,2,4500,50000,9.0,Q3,Rural,9.0,Sokoto
1950,3,33.0,2,1700,20000,8.5,Q2,Rural,8.5,Sokoto
2001,3,36.0,1,4000,7000,57.14285714285714,Q1 (Poorest),Urban,57.14285714285714,Zamfara
2011,3,36.0,1,3500,5000,70.0,Q1 (Poorest),Urban,70.0,Zamfara
2015,3,36.0,2,2700,35000,7.7142857142857135,Q3,Rural,7.7142857142857135,Zamfara
2017,3,36.0,2,4950,15500,31.93548387096774,Q2,Rural,31.93548387096774,Zamfara
2018,3,36.0,2,6500,18000,36.11111111111111,Q2,Rural,36.11111111111111,Zamfara
2023,3,36.0,2,11250,15000,75.0,Q2,Rural,75.0,Zamfara
2028,3,36.0,2,3350,41000,8.170731707317074,Q3,Rural,8.170731707317074,Zamfara
2031,3,36.0,2,12500,56000,22.321428571428573,Q4,Rural,22.321428571428573,Zamfara
2036,3,36.0,2,16600,25000,66.4,Q2,Rural,66.4,Zamfara
2037,3,36.0,2,20100,15000,100,Q2,Rural,100,Zamfara
2042,3,36.0,2,5850,33000,17.727272727272727,Q3,Rural,17.727272727272727,Zamfara
2045,3,36.0,2,2900,28000,10.357142857142858,Q3,Rural,10.357142857142858,Zamfara
2047,3,36.0,2,4450,50000,8.9,Q3,Rural,8.9,Zamfara
2050,3,36.0,2,8900,250000,3.56,Q5 (Richest),Rural,3.56,Zamfara
2071,3,36.0,2,3600,79000,4.556962025316456,Q4,Rural,4.556962025316456,Zamfara
2074,3,36.0,2,0,27500,0.0,Q3,Rural,0.0,Zamfara
2078,3,36.0,2,5900,64000,9.21875,Q4,Rural,9.21875,Zamfara
2079,3,36.0,2,35000,25000,100,Q2,Rural,100,Zamfara
2080,3,36.0,2,26800,25000,100,Q2,Rural,100,Zamfara
2083,3,36.0,2,22800,25000,91.2,Q2,Rural,91.2,Zamfara
2087,3,36.0,2,3750,50000,7.5,Q3,Rural,7.5,Zamfara
2091,3,36.0,2,16900,10000,100,Q1 (Poorest),Rural,100,Zamfara
2096,3,36.0,2,4400,75000,5.866666666666666,Q4,Rural,5.866666666666666,Zamfara
2098,3,36.0,2,0,5000,0.0,Q1 (Poorest),Rural,0.0,Zamfara
2100,3,36.0,2,10900,15000,72.66666666666667,Q2,Rural,72.66666666666667,Zamfara
2116,3,36.0,2,6100,12000,50.83333333333333,Q2,Rural,50.83333333333333,Zamfara
2117,3,36.0,2,7400,15000,49.333333333333336,Q2,Rural,49.333333333333336,Zamfara
2119,3,36.0,2,4400,27000,16.296296296296298,Q3,Rural,16.296296296296298,Zamfara
2121,3,36.0,2,2200,50000,4.3999999999999995,Q3,Rural,4.3999999999999995,Zamfara
2122,3,36.0,2,6600,7500,88.0,Q1 (Poorest),Rural,88.0,Zamfara
2124,3,36.0,2,5400,45000,12.0,Q3,Rural,12.0,Zamfara
2132,3,36.0,2,3900,15000,26.0,Q2,Rural,26.0,Zamfara
2133,3,36.0,2,2550,50000,5.1,Q3,Rural,5.1,Zamfara
2134,3,36.0,2,2000,10000,20.0,Q1 (Poorest),Rural,20.0,Zamfara
2137,3,36.0,2,6400,165000,3.878787878787879,Q4,Rural,3.878787878787879,Zamfara
2138,3,36.0,2,5350,25000,21.4,Q2,Rural,21.4,Zamfara
2145,3,36.0,2,8650,38000,22.763157894736842,Q3,Rural,22.763157894736842,Zamfara
2146,3,36.0,2,11350,6000,100,Q1 (Poorest),Rural,100,Zamfara
2147,3,36.0,2,10100,75000,13.466666666666665,Q4,Rural,13.466666666666665,Zamfara
2149,3,36.0,2,1800,15000,12.0,Q2,Rural,12.0,Zamfara
2151,3,36.0,2,19900,15000,100,Q2,Rural,100,Zamfara
2152,3,36.0,2,6900,15000,46.0,Q2,Rural,46.0,Zamfara
2153,3,36.0,2,4200,30000,14.000000000000002,Q3,Rural,14.000000000000002,Zamfara
2157,3,36.0,2,3200,56000,5.714285714285714,Q4,Rural,5.714285714285714,Zamfara
2177,3,36.0,2,27250,384000,7.096354166666667,Q5 (Richest),Rural,7.096354166666667,Zamfara
2178,3,36.0,2,11800,15000,78.66666666666666,Q2,Rural,78.66666666666666,Zamfara
2183,3,36.0,1,25550,705000,3.624113475177305,Q5 (Richest),Urban,3.624113475177305,Zamfara
2185,3,36.0,1,14750,4250000,0.34705882352941175,Q5 (Richest),Urban,0.34705882352941175,Zamfara
2190,3,36.0,1,3500,15000,23.333333333333332,Q2,Urban,23.333333333333332,Zamfara
2192,3,36.0,1,0,50000,0.0,Q3,Urban,0.0,Zamfara
2193,3,36.0,1,2200,2500,88.0,Q1 (Poorest),Urban,88.0,Zamfara
2195,3,36.0,1,22300,2400000,0.9291666666666667,Q5 (Richest),Urban,0.9291666666666667,Zamfara
2197,3,36.0,2,20200,83000,24.337349397590362,Q4,Rural,24.337349397590362,Zamfara
2201,3,36.0,2,16350,90500,18.066298342541437,Q4,Rural,18.066298342541437,Zamfara
2202,3,36.0,2,9900,50000,19.8,Q3,Rural,19.8,Zamfara
2205,3,36.0,2,22250,234500,9.488272921108742,Q5 (Richest),Rural,9.488272921108742,Zamfara
2250,3,36.0,2,19450,25000,77.8,Q2,Rural,77.8,Zamfara
2251,3,36.0,2,8100,25000,32.4,Q2,Rural,32.4,Zamfara
2252,3,36.0,2,19200,15000,100,Q2,Rural,100,Zamfara
2254,3,36.0,2,4000,12000,33.33333333333333,Q2,Rural,33.33333333333333,Zamfara
2258,3,36.0,2,4100,25000,16.400000000000002,Q2,Rural,16.400000000000002,Zamfara
2259,3,36.0,2,17600,10000,100,Q1 (Poorest),Rural,100,Zamfara
2264,3,36.0,1,15410,32000,48.15625,Q3,Urban,48.15625,Zamfara
2265,3,36.0,1,16000,5000,100,Q1 (Poorest),Urban,100,Zamfara
2266,3,36.0,1,1700,13000,13.076923076923078,Q2,Urban,13.076923076923078,Zamfara
2271,3,36.0,1,3200,15000,21.333333333333336,Q2,Urban,21.333333333333336,Zamfara
2272,3,36.0,1,3750,1500,100,Q1 (Poorest),Urban,100,Zamfara
2279,3,36.0,2,1200,14000,8.571428571428571,Q2,Rural,8.571428571428571,Zamfara
2282,3,36.0,2,16400,15000,100,Q2,Rural,100,Zamfara
2283,3,36.0,2,0,10000,0.0,Q1 (Poorest),Rural,0.0,Zamfara
